individual,group,accuracy
0.732439119028065,0.10977015096209224,0.3853211009174312
0.7335900614637874,0.10977158825420104,0.3944954128440367
0.7391931692864918,0.11013173035254649,0.4055045871559633
0.748839424140003,0.11513336447439455,0.41651376146788993
0.7528062358074834,0.11526776997477883,0.42385321100917434
0.9477268356750097,0.13360096574279562,0.42935779816513764
0.9481923115522607,0.1336410974732976,0.43669724770642204
0.9581511638067527,0.1335372710534522,0.44587155963302755
0.9910514940533843,0.13406504382461698,0.46055045871559636
0.990953718921688,0.1341117438287774,0.46605504587155966
2.4619042572369425,0.5637424350823674,0.48073394495412847
2.476350598355956,0.5669453008947368,0.48807339449541287
2.476635580228609,0.5671455149823863,0.48990825688073397
2.47918943705413,0.5676711300515576,0.4990825688073395
2.4841532809097506,0.5691376724370193,0.5045871559633027
2.5172634130670795,0.5681596425425486,0.5137614678899083
2.51748187129333,0.5686542936746549,0.5211009174311927
2.519184608806086,0.5694214537522683,0.5266055045871559
2.5163274430948954,0.5687893049449534,0.5302752293577981
2.5170295846577693,0.5689977995325853,0.5321100917431193
3.1288047878982295,0.646420537412703,0.5431192660550459
3.129466429832235,0.6459221004139798,0.5486238532110091
3.131567843605352,0.6471405540037999,0.5559633027522936
3.1299389415700984,0.6487430094441846,0.563302752293578
3.1341707953247484,0.6505053370049845,0.5724770642201835
3.1356305438121237,0.6514147163435411,0.5798165137614679
3.634436180076881,0.7706130322578215,0.5834862385321101
3.6348100632098963,0.7706716119566449,0.5908256880733945
3.5234541120406226,0.6869954560167575,0.5963302752293578
3.526329451382891,0.688642046586201,0.6018348623853211
3.5267359834764065,0.6881435523994519,0.6055045871559633
3.540245405700312,0.7056796303065713,0.618348623853211
3.8298946743013516,0.8582285344853332,0.6256880733944954
3.8351727272316354,0.8596314530742983,0.6311926605504588
3.863937186402597,0.8546217634403899,0.6385321100917432
3.884380566935067,0.8493925686840615,0.6495412844036698
3.8830755166788493,0.8508117171503319,0.6495412844036698
3.8840139479613383,0.8513231094462916,0.653211009174312
3.8840139479613383,0.8513231094462916,0.655045871559633
3.8856653453706302,0.8522714746995442,0.6605504587155964
3.886531252263149,0.8532369516774742,0.6660550458715596
3.8769023922007095,0.8509137910349167,0.6697247706422018
3.876844038431956,0.850209822851055,0.673394495412844
3.8796122357797342,0.8508970429392863,0.6770642201834862
3.880497244910292,0.8512106162433992,0.6788990825688074
3.895782657629728,0.849173157358081,0.6844036697247706
3.896653757197292,0.8494489974384347,0.6862385321100918
3.8983170708575914,0.8490376796380328,0.689908256880734
3.8983170708575914,0.8490376796380328,0.691743119266055
3.8996347648412324,0.8495083680387445,0.7009174311926606
3.9045444542026573,0.8512790829314139,0.7045871559633028
3.913348133140731,0.8569824466400519,0.708256880733945
3.914351084506334,0.8574994464928956,0.710091743119266
3.9393591837723236,0.8546114836538002,0.7119266055045872
4.1577202981539525,0.9120756809697571,0.7174311926605504
4.160996388546749,0.9132582461297126,0.7229357798165138
4.160996388546749,0.9132582461297126,0.7229357798165138
4.163330158803097,0.9141555825670004,0.728440366972477
