individual,group,accuracy
0.005895945098162586,4.053106639349927e-06,0.768
0.005895945098162586,4.053106639349927e-06,0.77
0.005895945098162586,4.053106639349927e-06,0.776
0.005895945098162586,4.053106639349927e-06,0.78
0.005895945098162586,4.053106639349927e-06,0.786
0.005895945098162586,4.053106639349927e-06,0.786
0.005895945098162586,4.053106639349927e-06,0.786
0.005895945098162586,4.053106639349927e-06,0.786
0.005895945098162586,4.053106639349927e-06,0.788
0.011092104319181319,9.646156013368393e-06,0.794
0.011092104319181319,9.646156013368393e-06,0.796
0.011219618938272823,1.2074082913527e-05,0.798
0.011219618938272823,1.2074082913527e-05,0.798
0.011219618938272823,1.2074082913527e-05,0.798
0.011216060853632713,1.2166337599712063e-05,0.8
0.011199618784260066,1.2210070979735788e-05,0.8
0.011199618784260066,1.2210070979735788e-05,0.8
0.011199618784260066,1.2210070979735788e-05,0.8
0.011196599078031551,1.210664053558547e-05,0.8
0.011196599078031551,1.210664053558547e-05,0.804
0.011196599078031551,1.210664053558547e-05,0.806
0.011196599078031551,1.210664053558547e-05,0.814
0.011196599078031551,1.210664053558547e-05,0.814
0.011196599078031551,1.210664053558547e-05,0.814
0.011196599078031551,1.210664053558547e-05,0.816
0.011196599078031551,1.210664053558547e-05,0.818
0.011196599078031551,1.210664053558547e-05,0.82
0.011196599078031551,1.210664053558547e-05,0.822
0.011196599078031551,1.210664053558547e-05,0.822
0.011196599078031551,1.210664053558547e-05,0.824
0.011196599078031551,1.210664053558547e-05,0.824
0.011196599078031551,1.210664053558547e-05,0.824
0.011196599078031551,1.210664053558547e-05,0.824
0.011196599078031551,1.210664053558547e-05,0.826
0.011196599078031551,1.210664053558547e-05,0.828
0.011137954729855992,1.2005439909177842e-05,0.828
0.011137954729855992,1.2005439909177842e-05,0.828
0.011137954729855992,1.2005439909177842e-05,0.832
0.011137954729855992,1.2005439909177842e-05,0.836
0.011137954729855992,1.2005439909177842e-05,0.838
0.011137954729855992,1.2005439909177842e-05,0.838
0.011137954729855992,1.2005439909177842e-05,0.846
0.011137954729855992,1.2005439909177842e-05,0.846
0.011137954729855992,1.2005439909177842e-05,0.846
0.011137954729855992,1.2005439909177842e-05,0.848
0.011137954729855992,1.2005439909177842e-05,0.848
0.011137954729855992,1.2005439909177842e-05,0.848
0.011137954729855992,1.2005439909177842e-05,0.848
0.011137954729855992,1.2005439909177842e-05,0.85
0.011137954729855992,1.2005439909177842e-05,0.856
0.011137954729855992,1.2005439909177842e-05,0.86
0.01495075573401495,1.9696580650921285e-05,0.862
0.01495075573401495,1.9696580650921285e-05,0.862
0.01495075573401495,1.9696580650921285e-05,0.864
0.01495075573401495,1.9696580650921285e-05,0.866
0.01495075573401495,1.9696580650921285e-05,0.87
0.01495075573401495,1.9696580650921285e-05,0.872
0.01495075573401495,1.9696580650921285e-05,0.874
0.01495075573401495,1.9696580650921285e-05,0.874
0.01495075573401495,1.9696580650921285e-05,0.874
0.01495075573401495,1.9696580650921285e-05,0.874
0.01495075573401495,1.9696580650921285e-05,0.874
0.01495075573401495,1.9696580650921285e-05,0.874
0.01495075573401495,1.9696580650921285e-05,0.878
0.014847256867926354,1.9284872703449074e-05,0.88
0.014847256867926354,1.9284872703449074e-05,0.88
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.014847256867926354,1.9284872703449074e-05,0.882
0.015259168866613906,1.6487424977487496e-05,0.884
0.015259168866613906,1.6487424977487496e-05,0.886
0.015259168866613906,1.6487424977487496e-05,0.888
0.015254382159882236,1.6409676052329303e-05,0.888
0.015254382159882236,1.6409676052329303e-05,0.888
0.015254382159882236,1.6409676052329303e-05,0.888
0.015254382159882236,1.6409676052329303e-05,0.89
0.015254382159882236,1.6409676052329303e-05,0.89
0.015256250486566755,1.645763316377368e-05,0.89
0.015256250486566755,1.645763316377368e-05,0.89
0.015256250486566755,1.645763316377368e-05,0.89
0.015256250486566755,1.645763316377368e-05,0.89
0.015251463779835087,1.638196032485844e-05,0.89
0.015251463779835087,1.638196032485844e-05,0.89
0.015251463779835087,1.638196032485844e-05,0.892
0.015251463779835087,1.638196032485844e-05,0.892
0.015251463779835087,1.638196032485844e-05,0.892
0.015251463779835087,1.638196032485844e-05,0.894
0.015251463779835087,1.638196032485844e-05,0.894
0.015251463779835087,1.638196032485844e-05,0.894
0.015251463779835087,1.638196032485844e-05,0.894
0.01509826775648996,1.4904986155325248e-05,0.894
0.01509826775648996,1.4904986155325248e-05,0.894
0.01509826775648996,1.4904986155325248e-05,0.894
0.01509826775648996,1.4904986155325248e-05,0.894
0.01509826775648996,1.4904986155325248e-05,0.894
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.898
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
0.015523043004961145,1.330146005595776e-05,0.9
