individual,group,accuracy
0.005895945098162586,4.053106639349927e-06,0.318
0.005895945098162586,4.053106639349927e-06,0.3182666666666667
0.005860465344909022,4.0480428493940625e-06,0.3182666666666667
0.005853076299489773,4.080553052859911e-06,0.3182666666666667
0.005853076299489773,4.080553052859911e-06,0.31853333333333333
0.005853076299489773,4.080553052859911e-06,0.31880000000000003
0.011014250479776458,9.524276837341546e-06,0.31893333333333335
0.005853076299489773,4.080553052859911e-06,0.31880000000000003
0.005853076299489773,4.080553052859911e-06,0.31880000000000003
0.005853076299489773,4.080553052859911e-06,0.31880000000000003
0.005853076299489773,4.080553052859911e-06,0.31906666666666667
0.005853076299489773,4.080553052859911e-06,0.3192
0.005853076299489773,4.080553052859911e-06,0.3194666666666667
0.005845687254070525,4.173126192556724e-06,0.3194666666666667
0.005845687254070525,4.173126192556724e-06,0.3198666666666667
0.00963374864261475,9.682450734190983e-06,0.3201333333333333
0.005845687254070525,4.173126192556724e-06,0.3198666666666667
0.005845687254070525,4.173126192556724e-06,0.32026666666666664
0.005845687254070525,4.173126192556724e-06,0.32066666666666666
0.005845687254070525,4.173126192556724e-06,0.32066666666666666
0.005845687254070525,4.173126192556724e-06,0.32080000000000003
0.005845687254070525,4.173126192556724e-06,0.32093333333333335
0.005845687254070525,4.173126192556724e-06,0.32106666666666667
0.005845687254070525,4.173126192556724e-06,0.3212
0.005845687254070525,4.173126192556724e-06,0.32133333333333336
0.005845687254070525,4.173126192556724e-06,0.3216
0.005845687254070525,4.173126192556724e-06,0.322
0.005845687254070525,4.173126192556724e-06,0.3221333333333333
0.005845687254070525,4.173126192556724e-06,0.32226666666666665
0.005845687254070525,4.173126192556724e-06,0.3224
0.005845687254070525,4.173126192556724e-06,0.3226666666666667
0.005845687254070525,4.173126192556724e-06,0.3226666666666667
0.005845687254070525,4.173126192556724e-06,0.32280000000000003
0.005845687254070525,4.173126192556724e-06,0.32306666666666667
0.005845687254070525,4.173126192556724e-06,0.3234666666666667
0.005845687254070525,4.173126192556724e-06,0.3237333333333334
0.005845687254070525,4.173126192556724e-06,0.3237333333333334
0.005845687254070525,4.173126192556724e-06,0.324
0.005845687254070525,4.173126192556724e-06,0.32413333333333333
0.005845687254070525,4.173126192556724e-06,0.32426666666666665
0.005845687254070525,4.173126192556724e-06,0.32426666666666665
0.005845687254070525,4.173126192556724e-06,0.32453333333333334
0.005845687254070525,4.173126192556724e-06,0.32466666666666666
0.005845687254070525,4.173126192556724e-06,0.3248
0.005845687254070525,4.173126192556724e-06,0.3248
0.005845687254070525,4.173126192556724e-06,0.32493333333333335
0.005845687254070525,4.173126192556724e-06,0.32506666666666667
0.005845687254070525,4.173126192556724e-06,0.3252
0.005845687254070525,4.173126192556724e-06,0.3253333333333333
0.005845687254070525,4.173126192556724e-06,0.3256
0.005845687254070525,4.173126192556724e-06,0.3257333333333334
0.005845687254070525,4.173126192556724e-06,0.3258666666666667
0.005845687254070525,4.173126192556724e-06,0.326
0.005845687254070525,4.173126192556724e-06,0.326
0.005838061906265028,4.002561597227914e-06,0.32626666666666665
0.005838061906265028,4.002561597227914e-06,0.32626666666666665
0.005838061906265028,4.002561597227914e-06,0.32639999999999997
0.005838061906265028,4.002561597227914e-06,0.32639999999999997
0.005838061906265028,4.002561597227914e-06,0.32639999999999997
0.005838061906265028,4.002561597227914e-06,0.32653333333333334
0.005838061906265028,4.002561597227914e-06,0.32653333333333334
0.005838061906265028,4.002561597227914e-06,0.3266666666666666
0.005838061906265028,4.002561597227914e-06,0.3266666666666666
0.005838061906265028,4.002561597227914e-06,0.3269333333333333
0.005838061906265028,4.002561597227914e-06,0.32706666666666667
0.005838061906265028,4.002561597227914e-06,0.32706666666666667
0.005838061906265028,4.002561597227914e-06,0.32706666666666667
0.005838061906265028,4.002561597227914e-06,0.32706666666666667
0.006979178747341336,4.831625513552314e-06,0.3277333333333333
0.006979178747341336,4.831625513552314e-06,0.3277333333333333
0.006979178747341336,4.831625513552314e-06,0.3278666666666667
0.006979178747341336,4.831625513552314e-06,0.328
0.006979178747341336,4.831625513552314e-06,0.328
0.006979178747341336,4.831625513552314e-06,0.328
0.006979178747341336,4.831625513552314e-06,0.328
0.006979178747341336,4.831625513552314e-06,0.32813333333333333
0.006979178747341336,4.831625513552314e-06,0.32826666666666665
0.006979178747341336,4.831625513552314e-06,0.32839999999999997
0.006979178747341336,4.831625513552314e-06,0.3285333333333333
0.006979178747341336,4.831625513552314e-06,0.3285333333333333
0.006979178747341336,4.831625513552314e-06,0.32866666666666666
0.006979178747341336,4.831625513552314e-06,0.32866666666666666
0.006979178747341336,4.831625513552314e-06,0.3288
0.0075107855735680904,6.425587653562095e-06,0.3289333333333333
0.0075107855735680904,6.425587653562095e-06,0.3289333333333333
0.0075107855735680904,6.425587653562095e-06,0.3289333333333333
0.0075107855735680904,6.425587653562095e-06,0.3289333333333333
0.0075107855735680904,6.425587653562095e-06,0.3289333333333333
0.0075107855735680904,6.425587653562095e-06,0.3290666666666667
0.0075107855735680904,6.425587653562095e-06,0.3292
0.0075107855735680904,6.425587653562095e-06,0.3292
0.0075107855735680904,6.425587653562095e-06,0.3293333333333333
0.0075107855735680904,6.425587653562095e-06,0.3293333333333333
0.0075107855735680904,6.425587653562095e-06,0.3293333333333333
0.0075107855735680904,6.425587653562095e-06,0.3293333333333333
0.0075107855735680904,6.425587653562095e-06,0.3293333333333333
0.0075107855735680904,6.425587653562095e-06,0.3296
0.0075107855735680904,6.425587653562095e-06,0.3296
0.0075107855735680904,6.425587653562095e-06,0.3297333333333333
0.0075107855735680904,6.425587653562095e-06,0.32986666666666664
0.0075107855735680904,6.425587653562095e-06,0.32986666666666664
0.0075107855735680904,6.425587653562095e-06,0.32986666666666664
0.0075107855735680904,6.425587653562095e-06,0.32986666666666664
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33
0.0075107855735680904,6.425587653562095e-06,0.33026666666666665
0.0075107855735680904,6.425587653562095e-06,0.33026666666666665
0.0075107855735680904,6.425587653562095e-06,0.33026666666666665
0.0075107855735680904,6.425587653562095e-06,0.33026666666666665
0.00802020062555525,9.767471269254325e-06,0.33039999999999997
0.0075107855735680904,6.425587653562095e-06,0.33026666666666665
