tpr1,tpr2,fpr1,fpr2
0.13861056125606896,0.19634631948146572,0.14032488180379163,0.13593304590435837
0.13374428824675264,0.1442480870172659,0.13997565099179102,0.13696250038385874
0.08308526884634504,0.14017876706547944,0.13932611460430255,0.1293067129805239
0.1307242179120163,0.14423224788398326,0.14270151527159944,0.13716541920976102
0.04834605597964376,0.057299029309207425,0.14285714285714285,0.13295880770900162
