predicted,actual
0.08199999999999999,0.107
0.5439999999999999,0.569
0.5439999999999999,0.569
0.8109999999999999,0.836
0.5358571428571428,0.569
0.201,0.226
0.8109999999999999,0.836
0.5439999999999999,0.569
0.5439999999999999,0.569
0.8109999999999999,0.836
0.5439999999999999,0.569
0.8109999999999999,0.836
0.8109999999999999,0.836
0.5439999999999999,0.569
0.35,0.375
0.8109999999999999,0.836
0.5439999999999999,0.569
0.8109999999999999,0.836
0.8109999999999999,0.836
0.35,0.375
0.8109999999999999,0.836
0.5439999999999999,0.569
0.8109999999999999,0.836
0.5439999999999999,0.569
0.35,0.375
-0.011999999999999997,0.013
0.35,0.375
0.35,0.375
0.8109999999999999,0.836
0.8109999999999999,0.836
0.35,0.375
0.35,0.375
0.35,0.375
0.8109999999999999,0.836
0.08200000000000002,0.107
0.5439999999999999,0.569
0.5439999999999999,0.569
0.8109999999999999,0.836
0.8109999999999999,0.836
0.3367142857142857,0.375
0.35,0.375
0.6121428571428572,0.569
0.08200000000000002,0.107
0.5439999999999999,0.569
0.6121428571428572,0.569
0.5439999999999999,0.569
0.08200000000000002,0.107
0.35,0.375
0.35,0.375
0.35,0.375
0.8109999999999999,0.836
0.6071428571428571,0.569
0.8109999999999999,0.836
0.8109999999999999,0.836
0.8109999999999999,0.836
0.201,0.226
0.8109999999999999,0.836
0.5439999999999999,0.569
0.35,0.375
0.8109999999999999,0.836
0.044999999999999984,0.07
0.5439999999999999,0.569
0.8109999999999999,0.836
0.5439999999999999,0.569
0.35,0.375
0.8109999999999999,0.836
0.8109999999999999,0.836
0.5439999999999999,0.569
0.8109999999999999,0.836
0.201,0.226
0.5439999999999999,0.569
0.5439999999999999,0.569
0.08199999999999999,0.107
0.8109999999999999,0.836
0.8109999999999999,0.836
0.201,0.226
0.4145714285714286,0.375
0.35,0.375
0.5439999999999999,0.569
0.8109999999999999,0.836
0.1017142857142857,0.107
0.35,0.375
0.1017142857142857,0.107
0.3972857142857142,0.375
0.35,0.375
0.5439999999999999,0.569
0.8109999999999999,0.836
0.201,0.226
0.5439999999999999,0.569
0.8109999999999999,0.836
0.201,0.226
0.08199999999999999,0.107
0.8109999999999999,0.836
0.5439999999999999,0.569
0.5439999999999999,0.569
0.2165714285714285,0.226
0.8109999999999999,0.836
0.8109999999999999,0.836
0.35,0.375
0.35,0.375
0.35,0.375
0.5439999999999999,0.569
0.5439999999999999,0.569
0.35,0.375
0.201,0.226
0.8109999999999999,0.836
0.8109999999999999,0.836
0.8109999999999999,0.836
0.35,0.375
0.8109999999999999,0.836
0.35,0.375
0.8109999999999999,0.836
0.8109999999999999,0.836
0.1017142857142857,0.107
0.107,0.107
0.8109999999999999,0.836
0.08199999999999999,0.107
0.2187142857142857,0.226
-0.01200000000000001,0.013
0.35,0.375
0.08199999999999999,0.107
0.3272857142857143,0.375
0.201,0.226
0.201,0.226
0.08199999999999999,0.107
0.35,0.375
0.4194285714285714,0.375
0.3367142857142857,0.375
0.08199999999999999,0.107
0.5439999999999999,0.569
0.8109999999999999,0.836
0.35,0.375
0.35,0.375
0.35,0.375
0.8109999999999999,0.836
-0.01200000000000001,0.013
0.8109999999999999,0.836
0.08200000000000002,0.107
0.5439999999999999,0.569
0.201,0.226
0.08199999999999999,0.107
0.08199999999999999,0.107
0.35,0.375
0.8109999999999999,0.836
0.8109999999999999,0.836
0.425,0.375
0.5439999999999999,0.569
0.5439999999999999,0.569
0.8109999999999999,0.836
0.35,0.375
0.5844285714285714,0.569
0.35,0.375
0.8109999999999999,0.836
0.8109999999999999,0.836
0.8109999999999999,0.836
0.35,0.375
0.326,0.375
0.5439999999999999,0.569
0.35,0.375
0.35,0.375
0.08199999999999999,0.107
0.5439999999999999,0.569
0.35,0.375
0.5439999999999999,0.569
0.8109999999999999,0.836
0.5439999999999999,0.569
0.5439999999999999,0.569
0.1952857142857142,0.226
0.8109999999999999,0.836
0.08199999999999999,0.107
0.1017142857142857,0.107
0.5439999999999999,0.569
0.201,0.226
0.5439999999999999,0.569
0.35,0.375
0.191,0.226
0.08200000000000002,0.107
0.1017142857142857,0.107
0.35,0.375
0.0947142857142857,0.07
0.35,0.375
0.1017142857142857,0.107
0.08199999999999999,0.107
0.8109999999999999,0.836
0.201,0.226
0.08199999999999999,0.107
-0.01200000000000001,0.013
0.201,0.226
-0.011999999999999955,0.013
0.1017142857142857,0.107
0.5844285714285714,0.569
0.201,0.226
0.1399999999999999,0.107
0.04500000000000001,0.07
0.08200000000000002,0.107
0.1527142857142857,0.107
0.20100000000000007,0.226
0.2187142857142857,0.226
0.5439999999999999,0.569
0.6121428571428572,0.569
0.201,0.226
0.8109999999999999,0.836
0.201,0.226
0.4141428571428571,0.375
0.508,0.836
0.35,0.375
0.7978571428571428,0.836
0.35,0.375
0.201,0.226
0.35,0.375
0.201,0.226
0.35,0.375
0.201,0.226
0.1017142857142857,0.107
0.8109999999999999,0.836
0.08200000000000002,0.107
0.5439999999999999,0.569
0.8109999999999999,0.836
0.35,0.375
0.5439999999999999,0.569
0.836,0.836
0.5439999999999999,0.569
0.201,0.226
0.836,0.836
0.8109999999999999,0.836
0.836,0.836
0.201,0.226
0.2187142857142857,0.226
0.8109999999999999,0.836
0.5439999999999999,0.569
0.201,0.226
0.35,0.375
0.35,0.375
0.8109999999999999,0.836
0.836,0.836
0.201,0.226
0.35,0.375
0.5439999999999999,0.569
0.5439999999999999,0.569
0.8109999999999999,0.836
0.8109999999999999,0.836
0.0947142857142857,0.07
0.5439999999999999,0.569
0.3367142857142857,0.375
0.5439999999999999,0.569
0.35,0.375
0.5439999999999999,0.569
0.35,0.375
0.08199999999999999,0.107
0.5439999999999999,0.569
0.35,0.375
0.201,0.226
0.5439999999999999,0.569
0.35,0.375
0.5439999999999999,0.569
0.6121428571428572,0.569
0.35,0.375
0.5439999999999999,0.569
0.5439999999999999,0.569
0.1017142857142857,0.107
0.08199999999999999,0.107
0.1017142857142857,0.107
0.35,0.375
0.2337142857142857,0.226
0.1527142857142857,0.107
0.5358571428571428,0.569
0.08199999999999999,0.107
0.08199999999999996,0.107
0.201,0.226
0.35,0.375
0.201,0.226
0.35,0.375
0.35,0.375
0.201,0.226
0.08199999999999999,0.107
0.35,0.375
0.8109999999999999,0.836
0.8109999999999999,0.836
0.5844285714285714,0.569
0.5439999999999999,0.569
0.0947142857142857,0.07
0.201,0.226
0.8109999999999999,0.836
0.8109999999999999,0.836
0.35,0.375
0.8109999999999999,0.836
-0.01200000000000001,0.013
0.08199999999999999,0.107
0.08200000000000002,0.107
0.8109999999999999,0.836
0.35,0.375
0.0911428571428571,0.07
0.08199999999999999,0.107
0.5439999999999999,0.569
0.8109999999999999,0.836
0.5439999999999999,0.569
0.35,0.375
0.5735714285714285,0.569
0.2165714285714285,0.226
0.191,0.226
0.201,0.226
0.8109999999999999,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.20099999999999996,0.226
0.836,0.836
0.35,0.375
0.20099999999999996,0.226
0.5439999999999999,0.569
0.5439999999999999,0.569
0.836,0.836
0.35,0.375
0.35,0.375
0.20099999999999996,0.226
0.836,0.836
0.5439999999999999,0.569
0.5439999999999999,0.569
0.836,0.836
0.5439999999999999,0.569
0.5439999999999999,0.569
0.836,0.836
0.836,0.836
0.20099999999999996,0.226
0.20099999999999996,0.226
0.836,0.836
0.20099999999999996,0.226
0.8109999999999999,0.836
0.836,0.569
0.08199999999999996,0.107
0.836,0.836
0.836,0.836
0.5439999999999999,0.569
0.7978571428571428,0.836
0.836,0.836
0.836,0.836
0.5439999999999999,0.569
0.836,0.836
0.5439999999999999,0.569
0.836,0.836
0.35,0.375
0.558142857142857,0.569
0.7978571428571428,0.836
0.836,0.836
0.836,0.836
0.7978571428571428,0.836
0.836,0.836
0.836,0.836
0.08199999999999996,0.107
0.836,0.836
0.5439999999999999,0.569
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.20099999999999996,0.226
0.20100000000000007,0.226
0.5439999999999999,0.569
0.7978571428571428,0.836
0.7978571428571428,0.836
0.836,0.836
0.5962857142857142,0.569
0.35,0.375
0.20100000000000007,0.226
0.836,0.836
0.5439999999999999,0.569
0.8109999999999999,0.836
0.5439999999999999,0.569
0.836,0.836
0.836,0.836
0.836,0.836
0.8109999999999999,0.836
0.836,0.836
0.836,0.836
0.35,0.375
0.35,0.375
0.836,0.836
0.08199999999999996,0.107
0.836,0.836
0.836,0.836
0.836,0.836
0.08199999999999996,0.107
0.5439999999999999,0.569
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.35,0.375
0.8109999999999999,0.836
0.836,0.836
0.836,0.836
0.5725714285714286,0.569
0.8109999999999999,0.836
0.35,0.375
0.5439999999999999,0.569
0.836,0.836
0.35,0.375
0.4025714285714286,0.375
0.836,0.569
0.201,0.226
0.35,0.375
0.5439999999999999,0.569
0.836,0.836
0.35,0.375
0.836,0.836
0.35,0.375
0.35,0.375
0.08200000000000002,0.107
0.836,0.836
0.836,0.836
0.08200000000000002,0.107
0.8109999999999999,0.836
0.4025714285714286,0.375
0.5439999999999999,0.569
0.836,0.836
0.836,0.836
-0.01200000000000001,0.013
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.8109999999999999,0.836
0.7978571428571428,0.836
0.4025714285714286,0.375
0.836,0.836
0.5439999999999999,0.569
0.836,0.836
0.836,0.836
0.201,0.226
