predicted,actual
0.49771428571428566,0.226
0.4699999999999999,0.569
0.49771428571428566,0.569
0.27199999999999996,0.107
0.6121428571428572,0.836
0.7265714285714286,0.836
0.6884285714285714,0.226
0.4145714285714286,0.375
0.496,0.375
0.6384285714285713,0.569
0.7265714285714286,0.836
0.10171428571428572,0.107
0.7265714285714286,0.375
0.10171428571428572,0.107
0.39728571428571424,0.375
0.4802857142857143,0.375
0.4144285714285714,0.569
0.5844285714285714,0.836
0.49771428571428566,0.226
0.6225714285714286,0.569
0.7265714285714286,0.836
0.37699999999999995,0.226
0.3152857142857143,0.107
0.7265714285714286,0.836
0.4699999999999999,0.569
0.27199999999999996,0.569
0.21657142857142858,0.226
0.6225714285714286,0.836
0.7265714285714286,0.836
0.21657142857142858,0.375
0.43142857142857144,0.375
0.24428571428571427,0.375
0.4144285714285714,0.569
0.732,0.569
0.5844285714285714,0.375
0.6225714285714286,0.226
0.6225714285714286,0.836
0.7265714285714286,0.836
0.6394285714285715,0.836
0.10171428571428572,0.375
0.7265714285714286,0.836
0.4908571428571428,0.375
0.7265714285714286,0.836
0.7265714285714286,0.836
0.10171428571428572,0.107
0.107,0.107
0.5087142857142857,0.836
0.3155714285714285,0.107
0.21871428571428572,0.226
0.36571428571428566,0.013
0.7265714285714286,0.375
0.1677142857142857,0.107
0.3272857142857143,0.375
0.41414285714285715,0.226
0.15271428571428572,0.226
0.3155714285714285,0.107
0.49771428571428566,0.375
0.41942857142857143,0.375
0.33671428571428574,0.375
0.21657142857142858,0.107
0.7265714285714286,0.569
0.7265714285714286,0.836
0.21657142857142858,0.375
0.6884285714285714,0.375
0.32085714285714284,0.375
0.7265714285714286,0.836
0.1677142857142857,0.013
0.6121428571428572,0.836
0.4699999999999999,0.107
0.36571428571428566,0.569
0.4864285714285714,0.226
0.27199999999999996,0.107
0.326,0.107
0.24428571428571427,0.375
0.4698571428571428,0.836
0.6884285714285714,0.836
0.425,0.375
0.1782857142857143,0.569
0.3155714285714285,0.569
0.27199999999999996,0.836
0.323,0.375
0.5844285714285714,0.569
0.19528571428571428,0.375
0.7265714285714286,0.836
0.49771428571428566,0.836
0.5844285714285714,0.836
0.49771428571428566,0.375
0.326,0.375
0.49771428571428566,0.569
0.4908571428571428,0.375
0.28771428571428576,0.375
0.16242857142857142,0.107
0.32085714285714284,0.569
0.6225714285714286,0.375
0.4699999999999999,0.569
0.6225714285714286,0.836
0.49771428571428566,0.569
0.7265714285714286,0.569
0.19528571428571428,0.226
0.3152857142857143,0.836
0.21657142857142858,0.107
0.10171428571428572,0.107
0.4698571428571428,0.569
0.16242857142857142,0.226
0.1677142857142857,0.569
0.442,0.375
0.191,0.226
0.49771428571428566,0.107
0.10171428571428572,0.107
0.5735714285714285,0.375
0.09471428571428572,0.07
0.6121428571428572,0.375
0.10171428571428572,0.107
0.24428571428571427,0.107
0.6607142857142857,0.836
0.513,0.226
0.27199999999999996,0.107
0.1222857142857143,0.013
0.323,0.226
0.49771428571428566,0.013
0.10171428571428572,0.107
0.5844285714285714,0.569
0.3017142857142857,0.226
0.13999999999999999,0.107
0.21657142857142858,0.07
0.41414285714285715,0.107
0.15271428571428572,0.107
0.7265714285714286,0.226
0.21871428571428572,0.226
0.4698571428571428,0.569
0.6121428571428572,0.569
0.2997142857142857,0.226
0.49771428571428566,0.836
0.4802857142857143,0.226
0.41414285714285715,0.375
0.508,0.836
0.24428571428571427,0.375
0.7978571428571428,0.836
0.25485714285714284,0.375
0.15271428571428572,0.226
0.4699999999999999,0.375
0.15271428571428572,0.226
0.513,0.375
0.1677142857142857,0.226
0.10171428571428572,0.107
0.5844285714285714,0.836
0.39728571428571424,0.107
0.2825714285714286,0.569
0.6884285714285714,0.836
0.1782857142857143,0.375
0.3272857142857143,0.569
0.836,0.836
0.4699999999999999,0.569
0.1222857142857143,0.226
0.836,0.836
0.326,0.836
0.836,0.836
0.5087142857142857,0.226
0.21871428571428572,0.226
0.496,0.836
0.3155714285714285,0.569
0.5735714285714285,0.226
0.4699999999999999,0.375
0.5844285714285714,0.375
0.7265714285714286,0.836
0.836,0.836
0.16971428571428573,0.226
0.4802857142857143,0.375
0.4698571428571428,0.569
0.7265714285714286,0.569
0.7265714285714286,0.836
0.4699999999999999,0.836
0.09471428571428572,0.07
0.27199999999999996,0.569
0.33671428571428574,0.375
0.326,0.569
0.1782857142857143,0.375
0.6225714285714286,0.569
0.46314285714285713,0.375
0.24428571428571427,0.107
0.3762857142857143,0.569
0.25485714285714284,0.375
0.6225714285714286,0.226
0.42642857142857143,0.569
0.27199999999999996,0.375
0.6884285714285714,0.569
0.6121428571428572,0.569
0.529,0.375
0.4699999999999999,0.569
0.4699999999999999,0.569
0.10171428571428572,0.107
0.21114285714285713,0.107
0.10171428571428572,0.107
0.6225714285714286,0.375
0.2337142857142857,0.226
0.15271428571428572,0.107
0.5358571428571428,0.569
0.2337142857142857,0.107
0.496,0.107
0.37699999999999995,0.226
0.508,0.375
0.10171428571428572,0.226
0.21114285714285713,0.375
0.7265714285714286,0.375
0.38885714285714285,0.226
0.27199999999999996,0.107
0.7265714285714286,0.375
0.4698571428571428,0.836
0.7265714285714286,0.836
0.5844285714285714,0.569
0.7265714285714286,0.569
0.09471428571428572,0.07
0.09471428571428572,0.226
0.7265714285714286,0.836
0.3272857142857143,0.836
0.21657142857142858,0.375
0.24428571428571427,0.836
0.17485714285714285,0.013
0.1677142857142857,0.107
0.4699999999999999,0.107
0.6225714285714286,0.836
0.25485714285714284,0.375
0.09114285714285715,0.07
0.21657142857142858,0.107
0.323,0.569
0.513,0.836
0.49771428571428566,0.569
0.2825714285714286,0.375
0.5735714285714285,0.569
0.21657142857142858,0.226
0.191,0.226
0.10171428571428572,0.226
0.6121428571428572,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.226
0.836,0.836
0.836,0.375
0.836,0.226
0.836,0.569
0.7978571428571428,0.569
0.836,0.836
0.836,0.375
0.836,0.375
0.836,0.226
0.836,0.836
0.836,0.569
0.7978571428571428,0.569
0.836,0.836
0.836,0.569
0.836,0.569
0.836,0.836
0.836,0.836
0.836,0.226
0.836,0.226
0.836,0.836
0.836,0.226
0.7042857142857143,0.836
0.836,0.569
0.836,0.107
0.836,0.836
0.836,0.836
0.836,0.569
0.7978571428571428,0.836
0.836,0.836
0.836,0.836
0.836,0.569
0.836,0.836
0.7042857142857143,0.569
0.836,0.836
0.7042857142857143,0.375
0.558142857142857,0.569
0.7978571428571428,0.836
0.836,0.836
0.836,0.836
0.7978571428571428,0.836
0.836,0.836
0.836,0.836
0.5618571428571428,0.107
0.836,0.836
0.836,0.569
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.226
0.7978571428571428,0.226
0.836,0.569
0.7978571428571428,0.836
0.7978571428571428,0.836
0.836,0.836
0.5962857142857142,0.569
0.7042857142857143,0.375
0.7978571428571428,0.226
0.836,0.836
0.836,0.569
0.5091428571428571,0.836
0.836,0.569
0.836,0.836
0.836,0.836
0.836,0.836
0.6344285714285715,0.836
0.836,0.836
0.836,0.836
0.836,0.375
0.6001428571428572,0.375
0.836,0.836
0.36,0.107
0.836,0.836
0.836,0.836
0.836,0.836
0.5895714285714285,0.107
0.836,0.569
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.6661428571428571,0.375
0.45771428571428574,0.836
0.836,0.836
0.836,0.836
0.5725714285714286,0.569
0.7597142857142857,0.836
0.5725714285714286,0.375
0.7215714285714286,0.569
0.836,0.836
0.562,0.375
0.4025714285714286,0.375
0.836,0.569
0.36,0.226
0.6661428571428571,0.375
0.7215714285714286,0.569
0.836,0.836
0.7215714285714286,0.375
0.836,0.836
0.836,0.375
0.7042857142857143,0.375
0.45771428571428574,0.107
0.836,0.836
0.836,0.836
0.45771428571428574,0.107
0.7701428571428571,0.836
0.4025714285714286,0.375
0.6661428571428571,0.569
0.836,0.836
0.836,0.836
0.4174285714285714,0.013
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.836,0.836
0.5895714285714285,0.836
0.7978571428571428,0.836
0.4025714285714286,0.375
0.836,0.836
0.6661428571428571,0.569
0.836,0.836
0.836,0.836
0.36,0.226
