alpha,max TPR difference
0.01,0.2857142857142857
0.03,0.2857142857142857
0.05,0.2857142857142857
0.07,0.286352731775267
0.09,0.2857142857142857
0.11,0.2142857142857143
0.13,0.12698412698412703
0.15,0.12698412698412703
0.17,0.12698412698412703
0.19,0.12698412698412703
0.21,0.12698412698412703
0.23,0.12698412698412703
0.25,0.12698412698412703
0.27,0.12698412698412703
0.29,0.12698412698412703
0.31,0.12698412698412703
0.33,0.12698412698412703
0.35,0.1253405927393855












