predicted,actual
0.9471330275229358,0.569
0.0865825688073395,0.375
0.9636467889908258,0.836
0.08658256880733944,0.226
0.9471330275229358,0.569
0.0724285714285714,0.07
0.05722477064220183,0.107
0.08658256880733944,0.375
0.9471330275229358,0.569
-0.012499999999999956,0.013
0.05722477064220184,0.107
0.05722477064220183,0.107
0.9636467889908258,0.836
0.9471330275229358,0.569
0.08658256880733944,0.226
0.6121428571428572,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.05722477064220183,0.107
0.0865825688073395,0.226
0.08658256880733944,0.226
0.05722477064220188,0.107
0.9471330275229358,0.569
0.05722477064220183,0.107
0.08658256880733944,0.226
0.051720183486238525,0.07
-0.012500000000000011,0.013
0.08658256880733944,0.226
0.08658256880733944,0.375
0.9636467889908258,0.836
0.05722477064220183,0.107
-0.012499999999999983,0.013
0.9636467889908258,0.836
0.0865825688073395,0.375
-0.012499999999999956,0.013
0.05722477064220184,0.107
0.9636467889908258,0.836
0.05172018348623854,0.07
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.05172018348623855,0.07
0.057224770642201855,0.107
0.9636467889908258,0.836
-0.012499999999999956,0.013
0.1017142857142857,0.375
0.9636467889908258,0.836
0.0865825688073395,0.375
0.08658256880733944,0.375
0.08658256880733944,0.226
0.05722477064220184,0.107
0.05722477064220183,0.107
0.9471330275229358,0.569
0.05722477064220183,0.107
0.9636467889908258,0.836
-0.012500000000000011,0.013
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.05722477064220184,0.107
0.08658256880733944,0.375
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.0865825688073395,0.226
0.057224770642201855,0.107
0.9636467889908258,0.836
0.05722477064220183,0.107
0.9471330275229358,0.569
0.08658256880733944,0.375
0.05722477064220183,0.107
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.226
0.9636467889908258,0.836
0.9471330275229358,0.569
0.05722477064220184,0.107
0.9471330275229358,0.569
0.9471330275229358,0.569
0.08658256880733944,0.375
0.9636467889908258,0.836
0.9471330275229358,0.569
-0.012499999999999983,0.013
0.9636467889908258,0.836
0.9471330275229358,0.569
0.08658256880733944,0.226
0.9636467889908258,0.836
0.057224770642201855,0.107
0.9636467889908258,0.836
0.08658256880733944,0.226
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9471330275229358,0.569
0.05722477064220183,0.107
0.08658256880733944,0.226
0.0865825688073395,0.375
0.9636467889908258,0.836
0.9471330275229358,0.569
0.05722477064220183,0.107
0.08658256880733944,0.375
0.9471330275229357,0.569
0.9636467889908258,0.836
0.05722477064220184,0.107
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.0865825688073395,0.226
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.0865825688073395,0.375
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9636467889908258,0.836
0.9471330275229359,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.08658256880733947,0.375
-0.012499999999999997,0.013
0.0865825688073395,0.375
0.08658256880733944,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.375
0.08658256880733944,0.375
0.08658256880733946,0.375
0.9636467889908258,0.836
0.05722477064220183,0.107
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.375
0.08658256880733944,0.375
0.6121428571428572,0.569
0.05722477064220183,0.107
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9471330275229358,0.569
0.05722477064220183,0.107
0.08658256880733944,0.375
0.08658256880733944,0.375
0.08658256880733946,0.375
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.226
0.9636467889908258,0.836
0.9471330275229358,0.569
0.0865825688073395,0.375
0.9636467889908258,0.836
0.051720183486238525,0.07
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.0865825688073395,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.08658256880733944,0.226
0.9471330275229358,0.569
0.9471330275229358,0.569
0.05722477064220183,0.107
0.9636467889908258,0.836
0.9636467889908258,0.836
0.0865825688073395,0.226
0.08658256880733944,0.375
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.05722477064220184,0.107
0.0865825688073395,0.375
0.05722477064220184,0.107
0.08658256880733944,0.375
0.08658256880733944,0.375
0.9471330275229357,0.569
0.9636467889908258,0.836
0.08658256880733944,0.226
0.9471330275229358,0.569
0.9636467889908258,0.836
0.08658256880733944,0.226
0.05722477064220183,0.107
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9471330275229358,0.569
0.08658256880733947,0.226
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733947,0.375
0.08658256880733944,0.375
0.08658256880733947,0.375
0.9471330275229357,0.569
0.9471330275229358,0.569
0.08658256880733944,0.375
0.0865825688073395,0.226
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.1017142857142857,0.375
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.05722477064220184,0.107
0.05722477064220184,0.107
0.9636467889908258,0.836
0.05722477064220183,0.107
0.08658256880733944,0.226
-0.012500000000000011,0.013
0.0865825688073395,0.375
0.05722477064220184,0.107
0.08658256880733944,0.375
0.08658256880733944,0.226
0.08658256880733946,0.226
0.05722477064220183,0.107
0.08658256880733944,0.375
0.08658256880733944,0.375
0.08658256880733944,0.375
0.057224770642201855,0.107
0.9471330275229358,0.569
0.9636467889908258,0.836
0.08658256880733947,0.375
0.0865825688073395,0.375
0.08658256880733944,0.375
0.9636467889908258,0.836
-0.012500000000000011,0.013
0.9636467889908258,0.836
0.05722477064220183,0.107
0.9471330275229359,0.569
0.08658256880733944,0.226
0.05722477064220183,0.107
0.05722477064220183,0.107
0.08658256880733947,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9471330275229358,0.569
0.08658256880733946,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.375
0.08658256880733944,0.375
0.9471330275229358,0.569
0.08658256880733944,0.375
0.08658256880733944,0.375
0.05722477064220184,0.107
0.9471330275229357,0.569
0.0865825688073395,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9471330275229358,0.569
0.08658256880733946,0.226
0.9636467889908258,0.836
0.057224770642201855,0.107
0.05722477064220184,0.107
0.9471330275229358,0.569
0.08658256880733946,0.226
0.9471330275229358,0.569
0.08658256880733944,0.375
0.08658256880733946,0.226
0.05722477064220183,0.107
0.05722477064220184,0.107
0.08658256880733944,0.375
0.05172018348623854,0.07
0.0865825688073395,0.375
0.05722477064220184,0.107
0.057224770642201855,0.107
0.9636467889908258,0.836
0.08658256880733944,0.226
0.05722477064220183,0.107
-0.012500000000000011,0.013
0.08658256880733944,0.226
-0.012500000000000011,0.013
0.05722477064220184,0.107
0.9471330275229358,0.569
0.08658256880733944,0.226
0.05722477064220184,0.107
0.05172018348623855,0.07
0.05722477064220183,0.107
0.05722477064220184,0.107
0.0865825688073395,0.226
0.08658256880733944,0.226
0.9471330275229358,0.569
0.9471330275229358,0.569
0.08658256880733944,0.226
0.9636467889908258,0.836
0.08658256880733944,0.226
0.08658256880733944,0.375
0.9636467889908258,0.836
0.08658256880733947,0.375
0.9636467889908258,0.836
0.08658256880733944,0.375
0.08658256880733946,0.226
0.08658256880733944,0.375
0.08658256880733946,0.226
0.08658256880733944,0.375
0.08658256880733946,0.226
0.05722477064220184,0.107
0.9636467889908258,0.836
0.05722477064220183,0.107
0.9471330275229358,0.569
0.9636467889908258,0.836
0.08658256880733946,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.1222857142857143,0.226
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.226
0.08658256880733944,0.226
0.9636467889908258,0.836
0.9471330275229358,0.569
0.08658256880733944,0.226
0.08658256880733944,0.375
0.08658256880733944,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733946,0.226
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.05172018348623854,0.07
0.9471330275229358,0.569
0.08658256880733944,0.375
0.9471330275229359,0.569
0.08658256880733946,0.375
0.9471330275229358,0.569
0.08658256880733944,0.375
0.057224770642201855,0.107
0.9471330275229359,0.569
0.08658256880733944,0.375
0.0865825688073395,0.226
0.9471330275229358,0.569
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9471330275229358,0.569
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9471330275229358,0.569
0.05722477064220184,0.107
0.057224770642201855,0.107
0.05722477064220184,0.107
0.0865825688073395,0.375
0.08658256880733944,0.226
0.05722477064220184,0.107
0.9471330275229358,0.569
0.05722477064220183,0.107
0.05722477064220183,0.107
0.08658256880733944,0.226
0.08658256880733944,0.375
0.1017142857142857,0.226
0.08658256880733946,0.375
0.0865825688073395,0.375
0.08658256880733944,0.226
0.05722477064220183,0.107
0.0865825688073395,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9471330275229358,0.569
0.05172018348623854,0.07
0.0947142857142857,0.226
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733947,0.375
0.9636467889908258,0.836
-0.012500000000000011,0.013
0.05722477064220184,0.107
0.05722477064220183,0.107
0.9636467889908258,0.836
0.08658256880733944,0.375
0.05172018348623854,0.07
0.057224770642201855,0.107
0.9471330275229357,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.08658256880733944,0.375
0.9471330275229358,0.569
0.08658256880733947,0.226
0.08658256880733946,0.226
0.1017142857142857,0.226
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.0865825688073395,0.226
0.9636467889908258,0.836
0.0865825688073395,0.375
0.0865825688073395,0.226
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.0865825688073395,0.375
0.0865825688073395,0.375
0.0865825688073395,0.226
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.0865825688073395,0.226
0.0865825688073395,0.226
0.9636467889908258,0.836
0.0865825688073395,0.226
0.9636467889908258,0.836
0.9471330275229358,0.569
0.05722477064220188,0.107
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.0865825688073395,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.05722477064220188,0.107
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.0865825688073395,0.226
0.0865825688073395,0.226
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.0865825688073395,0.375
0.0865825688073395,0.226
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.0865825688073395,0.375
0.0865825688073395,0.375
0.9636467889908258,0.836
0.05722477064220183,0.107
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.05722477064220188,0.107
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.0865825688073395,0.375
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.08658256880733944,0.375
0.08658256880733944,0.375
0.9471330275229358,0.569
0.08658256880733944,0.226
0.0865825688073395,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.0865825688073395,0.375
0.9636467889908258,0.836
0.0865825688073395,0.375
0.0865825688073395,0.375
0.05722477064220183,0.107
0.9636467889908258,0.836
0.9636467889908258,0.836
0.05722477064220183,0.107
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
-0.012500000000000011,0.013
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.375
0.9636467889908258,0.836
0.9471330275229358,0.569
0.9636467889908258,0.836
0.9636467889908258,0.836
0.08658256880733944,0.226
